,Cluster Labels,Neighborhood,Latitude,Longitude,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
384,21,"Peak's Suburban Addition, Dallas, TX",32.7988682,-96.77215249999999,Bar,Burger Joint,Mexican Restaurant,Cocktail Bar,Coffee Shop,Park,Pizza Place,Japanese Restaurant,American Restaurant,Rock Club
385,29,"Pebble Creek, Dallas, TX",32.9892935,-97.01808989999999,Mexican Restaurant,Fast Food Restaurant,Coffee Shop,Sandwich Place,Café,Grocery Store,Thai Restaurant,Gym / Fitness Center,Liquor Store,Vietnamese Restaurant
386,29,"Pemberton Heights, Austin, TX",30.2952051,-97.7552517,Burger Joint,Food Truck,Sandwich Place,Bar,Coffee Shop,Mexican Restaurant,Thai Restaurant,Ice Cream Shop,Taco Place,Pizza Place
387,21,"Pemberton Hill, Dallas, TX",32.724475,-96.717722,Gay Bar,American Restaurant,Coffee Shop,Thai Restaurant,Seafood Restaurant,Gym,Mexican Restaurant,Pizza Place,Burger Joint,Dessert Shop
388,29,"Perry Heights, Dallas, TX",32.8147461,-96.8128483,Mexican Restaurant,Bar,American Restaurant,Gift Shop,Sandwich Place,Taco Place,Coffee Shop,Bakery,Gastropub,Gas Station
389,29,"Peterson Park, Chicago, IL",41.9847536,-87.70371349999999,Mexican Restaurant,Sushi Restaurant,Coffee Shop,Pizza Place,Italian Restaurant,Bar,Donut Shop,Music Venue,Clothing Store,Breakfast Spot
390,21,"Piedmont, Dallas, TX",32.7582882,-96.69389579999999,Steakhouse,Hotel,Coffee Shop,American Restaurant,Seafood Restaurant,Art Museum,Mexican Restaurant,Gastropub,New American Restaurant,Burger Joint
391,25,"Pill Hill, Chicago, IL",41.7262529,-87.5757752,Bus Station,BBQ Joint,Intersection,Sandwich Place,Pizza Place,Gas Station,Food Truck,Event Service,Ethiopian Restaurant,Event Space
392,0,"Pilsen, Chicago, IL",41.8524902,-87.6562598,Korean Restaurant,Grocery Store,Pharmacy,Breakfast Spot,Middle Eastern Restaurant,Bakery,Park,Gym,Donut Shop,Salvadoran Restaurant
393,9,"Platinum Corridor, Dallas, TX",32.7766642,-96.79698789999999,Locksmith,Farm,Zoo Exhibit,Electronics Store,Entertainment Service,Ethiopian Restaurant,Event Service,Event Space,Exhibit,Eye Doctor
394,21,"Pleasant Grove, Dallas, TX",32.7341677,-96.656899,American Restaurant,Mexican Restaurant,Seafood Restaurant,Dessert Shop,Cocktail Bar,Salon / Barbershop,Sushi Restaurant,Coffee Shop,Hotel,Beer Garden
395,21,"Pleasant Hills, Dallas, TX",32.7216973,-96.6455424,Hotel,Coffee Shop,Steakhouse,Cocktail Bar,Plaza,History Museum,American Restaurant,Park,Bar,Deli / Bodega
396,23,"Pleasant Mound, Dallas, TX",32.7550861,-96.6900464,Pizza Place,Mexican Restaurant,Taco Place,Convenience Store,Bar,Fast Food Restaurant,Sandwich Place,Dive Bar,Coffee Shop,Video Store
397,13,"Point Loma (La Playa, San Diego, CA",32.712273,-117.2453141,Park,Athletics & Sports,Beach,Coffee Shop,Restaurant,Farm,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service
398,0,"Point Loma Heights, San Diego, CA",32.7418101,-117.2352765,Park,Taco Place,Liquor Store,Gym,Baseball Field,Grocery Store,Coffee Shop,Dive Bar,Bagel Shop,Bakery
399,14,"Polish Downtown, Chicago, IL",41.885216,-87.6337453,Fast Food Restaurant,Food,Rental Service,Gift Shop,Chinese Restaurant,Market,Gym / Fitness Center,Sandwich Place,Fried Chicken Joint,Mobile Phone Shop
400,0,"Polish Village, Chicago, IL",41.9393384,-87.6772129,Soccer Field,Park,Diner,Latin American Restaurant,Donut Shop,Sandwich Place,Art Gallery,Music Venue,Food Truck,Brewery
401,21,"Portage Park, Chicago, IL",41.953217,-87.76455759999999,Sandwich Place,Coffee Shop,Hotel,Bar,Steakhouse,American Restaurant,Donut Shop,Theater,Mexican Restaurant,Seafood Restaurant
402,29,"Prairie Avenue Historic District, Chicago, IL",41.85765869999999,-87.62265939999999,Breakfast Spot,Playground,Park,Coffee Shop,Antique Shop,Mexican Restaurant,Baseball Field,Liquor Store,Gas Station,Mac & Cheese Joint
403,29,"Prairie Shores, Chicago, IL",41.8423119,-87.61491079999999,Park,Chinese Restaurant,Pizza Place,Dog Run,Coffee Shop,Nightclub,Mexican Restaurant,Gym Pool,Gym / Fitness Center,Gym
404,22,"Preston Center, Dallas, TX",32.8643318,-96.80298069999999,Convenience Store,Pizza Place,Fast Food Restaurant,Pharmacy,Fried Chicken Joint,Mobile Phone Shop,Discount Store,Coffee Shop,Sporting Goods Shop,Shipping Store
405,29,"Preston Highlands, Dallas, TX",33.1696035,-96.80964569999999,Mexican Restaurant,Salon / Barbershop,American Restaurant,Bakery,Nail Salon,Sandwich Place,Italian Restaurant,Spa,Coffee Shop,Dive Bar
406,29,"Preston Hollow, Dallas, TX",32.8800899,-96.8138651,Sandwich Place,Mexican Restaurant,BBQ Joint,Park,Restaurant,Donut Shop,Taco Place,Soccer Field,Bakery,Burger Joint
407,0,"Princeton Park, Chicago, IL",41.72639640000001,-87.6309224,Park,Gym,Bar,Historic Site,Lounge,Donut Shop,Train Station,Grocery Store,Coffee Shop,Cocktail Bar
408,16,"Printer's Row, Chicago, IL",41.87381999999999,-87.6291214,Park,Pharmacy,Food & Drink Shop,Creperie,Eastern European Restaurant,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service,Event Space
409,16,"Pulaski Park, Chicago, IL",41.9051078,-87.6624135,Park,Garden,Fast Food Restaurant,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service,Event Space,Exhibit,Eye Doctor
410,21,"Pullman, Chicago, IL",41.7076167,-87.594188,Pizza Place,Coffee Shop,Gym / Fitness Center,Hotel,American Restaurant,Sandwich Place,Bookstore,Donut Shop,Theater,Boutique
411,21,"Rancho Bernardo, San Diego, CA",33.0335773,-117.0805825,Thai Restaurant,American Restaurant,Pharmacy,Video Store,Trail,Nail Salon,Tennis Court,Coffee Shop,Salad Place,Pizza Place
412,24,"Rancho Encantada, San Diego, CA",32.934381,-117.0029015,Trail,Dumpling Restaurant,Electronics Store,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service,Event Space,Exhibit,Eye Doctor
413,23,"Rancho Peñasquitos, San Diego, CA",32.9657005,-117.1147095,Pizza Place,Mexican Restaurant,Gym / Fitness Center,Asian Restaurant,Coffee Shop,Garden,Grocery Store,Dog Run,Sushi Restaurant,Video Store
414,29,"Ravenswood Gardens, Chicago, IL",41.9647413,-87.69385779999999,Furniture / Home Store,Cosmetics Shop,Spa,Clothing Store,Italian Restaurant,Sushi Restaurant,Dessert Shop,Bakery,Coffee Shop,Gym
415,29,"Ravenswood Manor, Chicago, IL",41.9648891,-87.7012498,Coffee Shop,Thai Restaurant,Gym / Fitness Center,Restaurant,Furniture / Home Store,Mobile Phone Shop,Train,French Restaurant,Candy Store,Train Station
416,21,"Redbird, Dallas, TX",32.6765725,-96.88271490000001,Italian Restaurant,American Restaurant,Coffee Shop,Mexican Restaurant,Bar,Gift Shop,Convenience Store,Gastropub,Taco Place,Furniture / Home Store
417,29,"Redwood Village, San Diego, CA",32.7454705,-117.0718137,Cosmetics Shop,Chinese Restaurant,Video Store,Supermarket,Department Store,Trail,Grocery Store,Salon / Barbershop,Sandwich Place,Gift Shop
418,29,"Richland Park Estates, Dallas, TX",32.9339024,-96.73191849999999,Pizza Place,Football Stadium,Sandwich Place,Fast Food Restaurant,Baseball Field,Mexican Restaurant,Video Game Store,Dog Run,Grocery Store,Movie Theater
419,0,"Ridgelea, Austin, TX",30.3122281,-97.75085639999999,Park,Tanning Salon,Food Truck,Tennis Court,Garden Center,Gun Shop,Sushi Restaurant,Trail,Mobile Phone Shop,Community Center
420,29,"Ridgetop, Austin, TX",30.4179412,-97.8984558,Coffee Shop,Food Truck,Ice Cream Shop,Rental Car Location,American Restaurant,Sandwich Place,Café,Mexican Restaurant,Spa,Italian Restaurant
421,29,"Ridgewood Park, Dallas, TX",32.8464665,-96.7441477,Park,Pizza Place,Breakfast Spot,Coffee Shop,Italian Restaurant,Gym / Fitness Center,Chinese Restaurant,Gym,Spa,Gas Station
422,29,"River North, Chicago, IL",41.89238479999999,-87.6340749,Bar,Train Station,Liquor Store,Pizza Place,Sandwich Place,Indian Restaurant,Korean Restaurant,Nail Salon,Trail,Karaoke Bar
423,29,"River West, Chicago, IL",41.8944333,-87.64948079999999,Mexican Restaurant,Bus Station,Train Station,Convenience Store,Video Game Store,Brewery,Moving Target,Playground,Museum,South American Restaurant
424,21,"Riverside, Jacksonville, FL",30.3129035,-81.6938933,Pizza Place,Sandwich Place,Bar,Coffee Shop,Brewery,Park,Breakfast Spot,Cocktail Bar,Sushi Restaurant,American Restaurant
425,9,"Riverway Estates/Bruton Terrace, Dallas, TX",32.7633953,-96.6654975,Donut Shop,Baseball Stadium,Discount Store,Hobby Shop,Train Station,Locksmith,Convenience Store,Ethiopian Restaurant,Entertainment Service,Falafel Restaurant
426,0,"Rogers Park, Chicago, IL",42.010636,-87.6695529,Park,Gym,Pool,Bike Trail,Farmers Market,Electronics Store,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service
427,27,"Rolando Park, San Diego, CA",32.7503497,-117.0539983,Mexican Restaurant,Fast Food Restaurant,Pizza Place,Convenience Store,Hot Dog Joint,Big Box Store,Coffee Shop,Clothing Store,Bank,Salon / Barbershop
428,29,"Rolando, San Diego, CA",32.7620836,-117.058813,Sandwich Place,Pizza Place,Mexican Restaurant,Coffee Shop,Juice Bar,Thai Restaurant,Liquor Store,Grocery Store,Mediterranean Restaurant,Smoke Shop
429,29,"Rolling Trails, Dallas, TX",32.7912211,-96.83409619999999,Mexican Restaurant,Fast Food Restaurant,Coffee Shop,Sandwich Place,Café,Grocery Store,Thai Restaurant,Gym / Fitness Center,Liquor Store,Vietnamese Restaurant
430,29,"Roscoe Village, Chicago, IL",41.94323319999999,-87.6784687,Shop & Service,Pet Store,Food & Drink Shop,Miscellaneous Shop,Grocery Store,Park,Fried Chicken Joint,Salon / Barbershop,Discount Store,Sandwich Place
431,0,"Rosedale, Austin, TX",30.3143949,-97.74574439999999,Park,Brewery,Hotel,Playground,Lake,Farmers Market,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service
432,17,"Rosehill, Chicago, IL",41.98649390000001,-87.67517649999999,Grocery Store,Zoo Exhibit,Eastern European Restaurant,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service,Event Space,Exhibit,Eye Doctor
433,27,"Roseland, Chicago, IL",41.71083369999999,-87.62358329999999,Mexican Restaurant,Pizza Place,American Restaurant,Theater,Asian Restaurant,Bar,Bakery,Donut Shop,Chinese Restaurant,Train Station
434,21,"Roseville-Fleetridge, San Diego, CA",32.7261434,-117.2352765,Coffee Shop,Seafood Restaurant,Hotel,Pizza Place,Mexican Restaurant,Donut Shop,Italian Restaurant,Sushi Restaurant,Sandwich Place,Bakery
435,29,"Royal Highlands Village, Dallas, TX",32.8889308,-96.72287469999999,Pizza Place,Sandwich Place,Coffee Shop,Video Store,Convenience Store,Baseball Field,Football Stadium,Pharmacy,Doctor's Office,Golf Course
436,23,"Royal Highlands, Dallas, TX",32.8889308,-96.72287469999999,Pizza Place,Video Store,Park,Mobile Phone Shop,Pharmacy,Convenience Store,Coffee Shop,Bank,Doctor's Office,Gym
437,22,"Royal Lane Village, Dallas, TX",32.8949606,-96.8177534,Convenience Store,Pizza Place,Discount Store,Burger Joint,Shipping Store,Chinese Restaurant,Coffee Shop,Event Service,Cosmetics Shop,Pawn Shop
438,22,"Rylie, Dallas, TX",32.6906872,-96.6374939,Convenience Store,Fast Food Restaurant,Mexican Restaurant,Fried Chicken Joint,Grocery Store,Pizza Place,Hardware Store,Department Store,Seafood Restaurant,Bank
439,8,"Sabre Springs, San Diego, CA",32.9484161,-117.0882341,Park,Pizza Place,Pub,Mexican Restaurant,Café,Convenience Store,Trail,Insurance Office,Coffee Shop,Mobile Phone Shop
440,20,"Saint Ben's, Chicago, IL",41.9496772,-87.684,Garden Center,Fast Food Restaurant,Bakery,Music Store,Bar,Fried Chicken Joint,Pizza Place,Ethiopian Restaurant,Event Service,Event Space
441,29,"San Carlos), San Diego, CA",32.8085507,-117.0499859,Coffee Shop,ATM,Deli / Bodega,Food,Breakfast Spot,Food Service,Mexican Restaurant,Shipping Store,Grocery Store,Gym
442,21,"San Marco, Jacksonville, FL",30.304384,-81.650083,American Restaurant,Coffee Shop,Park,Sandwich Place,Café,Sushi Restaurant,Concert Hall,Bar,Cocktail Bar,Gym / Fitness Center
443,29,"San Mateo, Jacksonville, FL",30.4392557,-81.6117277,Zoo Exhibit,Pizza Place,Sandwich Place,American Restaurant,Steakhouse,Pharmacy,Park,Seafood Restaurant,Hotel,Sushi Restaurant
444,12,"San Pasqual Valley, San Diego, CA",33.0831683,-116.9911288,State / Provincial Park,Scenic Lookout,Intersection,Zoo Exhibit,Farmers Market,Electronics Store,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service
445,29,"Sandalwood, Jacksonville, FL",30.3105172,-81.50824890000001,Fast Food Restaurant,Restaurant,Grocery Store,American Restaurant,Coffee Shop,Mexican Restaurant,Donut Shop,Gas Station,Department Store,Japanese Restaurant
446,29,"Santa Monica, Dallas, TX",32.8786728,-96.8394627,Coffee Shop,Mexican Restaurant,Donut Shop,Salon / Barbershop,Taco Place,Grocery Store,Playground,Department Store,Pizza Place,Furniture / Home Store
447,27,"San Ysidro, San Diego, CA",32.555556,-117.0470434,Mexican Restaurant,Liquor Store,Taco Place,Pizza Place,Bakery,Convenience Store,Park,Fried Chicken Joint,Market,Laundromat
448,5,"Sauganash, Chicago, IL",41.9902046,-87.74084549999999,Pharmacy,Liquor Store,Bank,Discount Store,Zoo Exhibit,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service,Event Space
449,25,"Schorsch Forest View, Chicago, IL",41.9626472,-87.8414686,Donut Shop,Food,Fish & Chips Shop,Lounge,Sandwich Place,Southern / Soul Food Restaurant,Liquor Store,Fish Market,Exhibit,Electronics Store
450,23,"Schorsch Village, Chicago, IL",41.941783,-87.7948864,Pizza Place,Pub,Convenience Store,Sandwich Place,Mobile Phone Shop,Fast Food Restaurant,Latin American Restaurant,Liquor Store,Fried Chicken Joint,Mexican Restaurant
451,16,"Scottsdale, Chicago, IL",41.7420406,-87.7313739,Park,Trail,Eastern European Restaurant,Electronics Store,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service,Event Space,Exhibit
452,2,"Scyene, Dallas, TX",32.7631002,-96.6911168,Discount Store,Park,Food,Insurance Office,Farmers Market,Electronics Store,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service
453,21,"Seagoville/Dallas, Dallas, TX",32.6395776,-96.53832279999999,Coffee Shop,Seafood Restaurant,Hotel,Steakhouse,Mexican Restaurant,New American Restaurant,Cocktail Bar,American Restaurant,Pizza Place,Bar
454,0,"Serra Mesa, San Diego, CA",32.7998096,-117.1323579,Park,Smoke Shop,ATM,Sports Bar,Bakery,Thrift / Vintage Store,Thai Restaurant,Liquor Store,Lounge,Frozen Yogurt Shop
455,29,"Shannon Estates, Dallas, TX",32.7766642,-96.79698789999999,Intersection,Park,Convenience Store,Pharmacy,Food,Fast Food Restaurant,Soccer Field,Mexican Restaurant,French Restaurant,Tailor Shop
456,23,"Sheffield Neighbors, Chicago, IL",41.9216605,-87.65833750000002,Pizza Place,Fast Food Restaurant,Sushi Restaurant,Shipping Store,Café,Bagel Shop,Bakery,Supermarket,Fishing Spot,Falafel Restaurant
457,27,"Shelltown, San Diego, CA",32.6867593,-117.1073556,Mexican Restaurant,Liquor Store,Bakery,Pharmacy,Convenience Store,Basketball Court,Community Center,Pizza Place,Video Store,Sandwich Place
458,22,"Sheridan Park, Chicago, IL",41.9655201,-87.6629672,Grocery Store,Currency Exchange,Pet Store,Discount Store,Gym Pool,Czech Restaurant,Pharmacy,Polish Restaurant,Gift Shop,Liquor Store
459,21,"Sheridan Station Corridor, Chicago, IL",41.9538407,-87.6549146,Bar,Clothing Store,Gaming Cafe,Pet Store,Zoo Exhibit,Farmers Market,Entertainment Service,Ethiopian Restaurant,Event Service,Event Space
460,27,"Sherman Heights, San Diego, CA",32.7099034,-117.1426521,Mexican Restaurant,Grocery Store,Coffee Shop,Discount Store,Beer Bar,Convenience Store,Liquor Store,Brewery,Art Gallery,Restaurant
461,29,"Shoal Crest, Austin, TX",30.29681399999999,-97.7479293,Café,Coffee Shop,Sandwich Place,Mexican Restaurant,Cosmetics Shop,Food Truck,Italian Restaurant,Gift Shop,Japanese Restaurant,Clothing Store
462,22,"Skyline Heights, Dallas, TX",32.9077067,-96.7525063,Convenience Store,Fast Food Restaurant,Liquor Store,Donut Shop,Pharmacy,Bank,Soccer Field,Clothing Store,Discount Store,Asian Restaurant
463,27,"Skyline, San Diego, CA",32.7027459,-117.0474929,Mexican Restaurant,Pizza Place,Convenience Store,Dive Bar,Pharmacy,Grocery Store,Park,Fast Food Restaurant,Leather Goods Store,Gym / Fitness Center
464,16,"Sleepy Hollow, Chicago, IL",41.8141992,-87.7411657,Park,Food Service,Electronics Store,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service,Event Space,Exhibit,Eye Doctor
465,29,"Smith Park, Chicago, IL",41.8933833,-87.68954529999999,Sandwich Place,Yoga Studio,Spa,Bar,Diner,Gym / Fitness Center,Gym,Restaurant,Coffee Shop,Hot Dog Joint
466,21,"Sorrento Mesa, San Diego, CA",32.899986,-117.1893294,Hotel,Restaurant,Chinese Restaurant,Museum,Food Truck,Sushi Restaurant,French Restaurant,Mexican Restaurant,Office,Café
467,21,"Sorrento Valley, San Diego, CA",32.9000226,-117.1894828,Hotel,Restaurant,Deli / Bodega,Chinese Restaurant,Museum,Food Truck,Sushi Restaurant,French Restaurant,Mexican Restaurant,Office
468,29,"South Austin, Chicago, IL",41.8873118,-87.7603374,Pizza Place,Mexican Restaurant,Coffee Shop,Diner,Sushi Restaurant,Chinese Restaurant,Sandwich Place,Thai Restaurant,Theater,Bus Station
469,22,"South Boulevard/Park Row, Dallas, TX",32.7675694,-96.7731565,Fried Chicken Joint,Light Rail Station,Recreation Center,Thrift / Vintage Store,Burger Joint,Discount Store,Gas Station,Sporting Goods Shop,Auto Workshop,Food
470,29,"South Chicago, Chicago, IL",41.7396861,-87.5544182,Mexican Restaurant,Coffee Shop,Pizza Place,Asian Restaurant,Hot Dog Joint,Convenience Store,Park,Bakery,Smoke Shop,Liquor Store
471,12,"South Commons, Chicago, IL",41.8421825,-87.6203371,Intersection,Botanical Garden,Airport,Zoo Exhibit,Field,Entertainment Service,Ethiopian Restaurant,Event Service,Event Space,Exhibit
472,29,"South Deering, Chicago, IL",41.6736576,-87.5753373,Pizza Place,Art Museum,Coffee Shop,Liquor Store,Playground,Cosmetics Shop,Eastern European Restaurant,Bar,Donut Shop,Gift Shop
473,13,"South East Ravenswood, Chicago, IL",41.9688072,-87.6791713,Park,Grocery Store,Train Station,Shoe Repair,Gym,Food Court,Cuban Restaurant,Coworking Space,Electronics Store,Empanada Restaurant
474,1,"South Edgebrook, Chicago, IL",41.9893864,-87.7545275,Ice Cream Shop,Bakery,Train Station,Pizza Place,Deli / Bodega,Fast Food Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service,Event Space
475,13,"South Lawndale, Chicago, IL",41.8445273,-87.7050446,Park,Gym / Fitness Center,Bus Station,Food & Drink Shop,Shopping Mall,Bike Rental / Bike Share,Rental Car Location,Zoo Exhibit,Fabric Shop,Eye Doctor
476,21,"South Park, San Diego, CA",32.7247468,-117.1294166,Mexican Restaurant,Coffee Shop,Deli / Bodega,Bar,Trail,Italian Restaurant,Café,Bookstore,Golf Course,Sandwich Place
477,29,"South Shore, Chicago, IL",41.7589929,-87.5700257,Coffee Shop,Thai Restaurant,Gym / Fitness Center,Restaurant,Furniture / Home Store,Mobile Phone Shop,Train,French Restaurant,Candy Store,Train Station
478,7,"Southcrest, San Diego, CA",32.6932326,-117.1132388,Bakery,Football Stadium,Convenience Store,Park,Baseball Field,Business Service,Fast Food Restaurant,Ethiopian Restaurant,Event Service,Event Space
479,21,"Springfield, Jacksonville, FL",30.3448058,-81.6555607,Sandwich Place,Coffee Shop,Park,Bar,American Restaurant,Brewery,Café,Food Truck,Sushi Restaurant,Concert Hall
480,27,"Spruce Square, Dallas, TX",32.7044229,-96.65608630000001,Park,Recreation Center,Gas Station,Mexican Restaurant,Home Service,American Restaurant,Furniture / Home Store,Fish Market,Fish & Chips Shop,Empanada Restaurant
481,21,"State Thomas, Dallas, TX",32.7980782,-96.7968769,Hotel,Coffee Shop,Steakhouse,Cocktail Bar,Plaza,History Museum,American Restaurant,Park,Bar,Deli / Bodega
482,13,"Stateway Gardens, Chicago, IL",41.8274563,-87.6284237,Golf Course,Restaurant,Park,Zoo Exhibit,Falafel Restaurant,Eastern European Restaurant,Electronics Store,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant
483,29,"Stemmons Corridor, Dallas, TX",32.8009548,-96.8195504,Fast Food Restaurant,Pizza Place,Sandwich Place,Furniture / Home Store,Gym / Fitness Center,Bank,Bakery,Burger Joint,Mexican Restaurant,Coffee Shop
484,21,"Stevens Park Estates, Dallas, TX",32.7563319,-96.8469501,Coffee Shop,American Restaurant,Music Venue,Farmers Market,Food Truck,Bar,Mexican Restaurant,Seafood Restaurant,Sandwich Place,BBQ Joint
485,27,"Stevens Park Village, Dallas, TX",32.7611442,-96.85765579999999,Mexican Restaurant,Fast Food Restaurant,Fried Chicken Joint,Convenience Store,Discount Store,Pizza Place,Bus Stop,Seafood Restaurant,Storage Facility,Park
486,29,"Stockton, San Diego, CA",32.7104382,-117.1235339,Intersection,Liquor Store,Food Truck,Other Repair Shop,Marijuana Dispensary,Caribbean Restaurant,Optical Shop,Latin American Restaurant,Coffee Shop,South American Restaurant
487,29,"Stonewall Terrace, Dallas, TX",32.7846067,-96.7611149,Shipping Store,Sandwich Place,Liquor Store,Gymnastics Gym,Mexican Restaurant,Martial Arts Dojo,Recreation Center,Salon / Barbershop,Smoothie Shop,Park
488,27,"Stony Island Park, Chicago, IL",41.7414774,-87.5803639,Mexican Restaurant,Nightclub,Taco Place,Fast Food Restaurant,Mobile Phone Shop,Pharmacy,Restaurant,Sandwich Place,Gas Station,Food
489,29,"Stultz Road, Dallas, TX",32.904846,-96.75431329999999,Bakery,American Restaurant,Cupcake Shop,Sandwich Place,Juice Bar,Shoe Store,Seafood Restaurant,Park,Furniture / Home Store,Mexican Restaurant
490,0,"Sunset Cliffs, San Diego, CA",32.72518400000001,-117.2530541,Coffee Shop,Park,Beach,Sandwich Place,Baseball Field,Cave,Grocery Store,Shopping Mall,Surf Spot,Pharmacy
491,7,"Swan Canyon, San Diego, CA",32.7358595,-117.0985305,Park,Convenience Store,Thrift / Vintage Store,Video Store,Mexican Restaurant,Trail,Intersection,American Restaurant,Locksmith,Grocery Store
492,21,"Swiss Avenue, Dallas, TX",32.8084642,-96.7634518,Bar,Dive Bar,Coffee Shop,American Restaurant,Rock Club,Mexican Restaurant,Cocktail Bar,Music Venue,Pizza Place,Burger Joint
493,0,"Talley's Corner, Chicago, IL",41.9340118,-87.7159791,Gym,Nail Salon,Deli / Bodega,Southern / Soul Food Restaurant,Zoo Exhibit,Farmers Market,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service
494,22,"Talmadge, San Diego, CA",32.760466,-117.0882341,Vietnamese Restaurant,Chinese Restaurant,Grocery Store,Convenience Store,Fast Food Restaurant,Mobile Phone Shop,Thai Restaurant,Liquor Store,Bakery,Donut Shop
495,21,"Thanksgiving Commercial Center, Dallas, TX",32.8685382,-96.7735105,Hotel,Coffee Shop,Bar,American Restaurant,Cocktail Bar,Sandwich Place,Food Truck,Seafood Restaurant,Mexican Restaurant,Liquor Store
496,21,"The Cedars, Dallas, TX",32.7651238,-96.78937069999999,Convenience Store,Coffee Shop,Bar,Music Venue,Food Truck,Farmers Market,BBQ Joint,Hotel,Mexican Restaurant,American Restaurant
497,14,"The Gap, Chicago, IL",41.8342593,-87.619872,Fast Food Restaurant,Fried Chicken Joint,Cosmetics Shop,Gym / Fitness Center,Sandwich Place,Currency Exchange,Park,Eye Doctor,Supermarket,College Cafeteria
498,23,"The Island, Chicago, IL",41.8670575,-87.7701836,American Restaurant,Fast Food Restaurant,Pizza Place,Breakfast Spot,Asian Restaurant,Discount Store,Mexican Restaurant,Taco Place,Donut Shop,Sandwich Place
499,25,"The Villa, Chicago, IL",41.9480336,-87.725881,Pizza Place,Middle Eastern Restaurant,Hot Dog Joint,Liquor Store,Sandwich Place,Fried Chicken Joint,Bakery,Sports Bar,Baseball Field,Indian Restaurant
500,23,"Tierrasanta, San Diego, CA",32.825809,-117.1039876,Pizza Place,Convenience Store,Mexican Restaurant,Thai Restaurant,Italian Restaurant,Coffee Shop,Ice Cream Shop,Grocery Store,Playground,Fast Food Restaurant
501,29,"Tijuana River Valley, San Diego, CA",32.5436231,-117.0840798,Gas Station,Mexican Restaurant,Intersection,Pizza Place,Convenience Store,Motel,ATM,Burger Joint,Garden Center,Big Box Store
502,21,"Timberglen, Dallas, TX",33.0039998,-96.8442692,American Restaurant,Bakery,Ice Cream Shop,Cupcake Shop,Spa,Mexican Restaurant,Coffee Shop,Seafood Restaurant,Grocery Store,Juice Bar
503,23,"Torrey Highlands, San Diego, CA",32.9684117,-117.1588277,Pizza Place,Coffee Shop,Sandwich Place,Italian Restaurant,Shipping Store,Bank,Salon / Barbershop,BBQ Joint,Grocery Store,Park
504,0,"Torrey Hills, San Diego, CA",32.9112603,-117.2260895,Coffee Shop,Hotel,Gym / Fitness Center,Gym,Pet Store,Park,Bike Shop,Business Service,Sandwich Place,Pilates Studio
505,22,"Town Creek, Dallas, TX",32.6831384,-96.8346976,Convenience Store,Fast Food Restaurant,Gas Station,Discount Store,Event Service,Thai Restaurant,Coffee Shop,Grocery Store,Light Rail Station,Burger Joint
506,0,"Tri-Taylor, Chicago, IL",41.8713761,-87.6837082,Baseball Stadium,Park,Pizza Place,Sports Bar,Intersection,Shipping Store,Bank,Baseball Field,Bar,Gift Shop
507,8,"Turtle Creek, Dallas, TX",32.8083577,-96.8042882,Park,Business Service,Storage Facility,Trail,Farmers Market,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service,Event Space
508,26,"Ukrainian Village, Chicago, IL",41.8994127,-87.68448509999999,Rental Car Location,Pharmacy,Museum,Wings Joint,Scenic Lookout,Zoo Exhibit,Eye Doctor,Exhibit,Event Space,Event Service
509,22,"Union Ridge, Chicago, IL",41.97907379999999,-87.79749559999999,Cosmetics Shop,Discount Store,Fried Chicken Joint,Burger Joint,Fast Food Restaurant,Sandwich Place,Chinese Restaurant,Currency Exchange,Filipino Restaurant,Event Service
510,29,"University City, San Diego, CA",32.8577324,-117.2054294,Sushi Restaurant,Recreation Center,Park,Shopping Mall,Grocery Store,Trail,Donut Shop,Mexican Restaurant,Pharmacy,Fast Food Restaurant
511,21,"University Heights, San Diego, CA",32.7572059,-117.1470637,Bar,Pizza Place,Café,Vegetarian / Vegan Restaurant,Coffee Shop,New American Restaurant,Clothing Store,Video Store,Mexican Restaurant,Spa
512,23,"University Manor, Dallas, TX",32.8412178,-96.78451749999999,Convenience Store,Pizza Place,Fast Food Restaurant,Chinese Restaurant,Bank,Discount Store,Coffee Shop,Grocery Store,Light Rail Station,Sandwich Place
